line_id,investor_id,date,type,deal_id,amount,currency,reference_id
LN00625,INV048,2026-01-15,Management Fee,DEAL004,-165.0,GBP,FEE0376
LN00626,INV048,2026-01-15,Admin Fee,DEAL004,-450.0,USD,FEE0377
LN00627,INV048,2026-01-15,Management Fee,DEAL006,-940.0,USD,FEE0472
LN00628,INV048,2026-01-15,Admin Fee,DEAL006,-450.0,USD,FEE0473
LN00629,INV048,2026-01-15,Management Fee,DEAL011,-630.0,EUR,FEE0791
LN00630,INV048,2026-01-15,Admin Fee,DEAL011,-450.0,USD,FEE0792
LN00631,INV049,2022-08-30,Capital Contribution,DEAL013,-36000.0,USD,CALL0420
LN00632,INV049,2022-08-30,Structuring Fee,DEAL013,-1440.0,USD,FEE0887
LN00633,INV049,2024-09-10,Capital Contribution,DEAL014,-13500.0,USD,CALL0460
LN00634,INV049,2024-09-10,Structuring Fee,DEAL014,-1080.0,USD,FEE0964
LN00635,INV049,2025-09-25,Capital Contribution,DEAL003,-78600.0,USD,CALL0165
LN00636,INV049,2025-09-25,Structuring Fee,DEAL003,-3930.0,USD,FEE0282
LN00637,INV049,2026-01-15,Management Fee,DEAL014,-540.0,USD,FEE0965
LN00638,INV049,2026-01-15,Admin Fee,DEAL014,-450.0,USD,FEE0966
LN00639,INV050,2022-03-15,Capital Contribution,DEAL001,-13000.0,USD,CALL0014
LN00640,INV050,2022-03-15,Structuring Fee,DEAL001,-520.0,USD,FEE0031
LN00641,INV050,2022-12-05,Capital Contribution,DEAL020,-37000.0,USD,CALL0636
LN00642,INV050,2022-12-05,Structuring Fee,DEAL020,-1110.0,USD,FEE1355
LN00643,INV050,2023-04-14,Capital Contribution,DEAL011,-64000.0,EUR,CALL0399
LN00644,INV050,2023-04-14,Structuring Fee,DEAL011,-1920.0,EUR,FEE0832
LN00645,INV050,2023-05-19,Capital Contribution,DEAL016,-16000.0,EUR,CALL0534
LN00646,INV050,2023-05-19,Structuring Fee,DEAL016,-640.0,EUR,FEE1089
LN00647,INV050,2023-07-22,Capital Contribution,DEAL010,-50000.0,GBP,CALL0374
LN00648,INV050,2023-07-22,Structuring Fee,DEAL010,-2000.0,GBP,FEE0763
LN00649,INV050,2024-01-22,Capital Contribution,DEAL018,-30000.0,EUR,CALL0598
LN00650,INV050,2024-01-22,Structuring Fee,DEAL018,-600.0,EUR,FEE1251
LN00651,INV050,2024-06-12,Capital Contribution,DEAL006,-102000.0,USD,CALL0236
LN00652,INV050,2024-06-12,Structuring Fee,DEAL006,-3060.0,USD,FEE0436
LN00653,INV050,2024-09-10,Capital Contribution,DEAL014,-26500.0,USD,CALL0512
LN00654,INV050,2024-09-10,Structuring Fee,DEAL014,-2120.0,USD,FEE1033
LN00655,INV050,2025-01-10,Secondary Sale,DEAL020,23532.0,USD,DIST0025
LN00656,INV050,2025-09-25,Capital Contribution,DEAL003,-6000.0,USD,CALL0119
LN00657,INV050,2026-01-15,Admin Fee,DEAL006,-450.0,USD,FEE0437
LN00658,INV050,2026-01-15,Management Fee,DEAL011,-1280.0,EUR,FEE0833
LN00659,INV050,2026-01-15,Management Fee,DEAL016,-400.0,EUR,FEE1090
LN00660,INV050,2026-01-15,Admin Fee,DEAL016,-450.0,USD,FEE1091
LN00661,INV050,2026-01-15,Management Fee,DEAL018,-600.0,EUR,FEE1252
LN00662,INV051,2024-06-12,Capital Contribution,DEAL006,-42000.0,USD,CALL0277
LN00663,INV051,2024-06-12,Structuring Fee,DEAL006,-1680.0,USD,FEE0549
LN00664,INV051,2024-09-10,Capital Contribution,DEAL014,-27500.0,USD,CALL0496
LN00665,INV051,2024-09-10,Structuring Fee,DEAL014,-2200.0,USD,FEE1009
LN00666,INV051,2025-09-25,Capital Contribution,DEAL003,-31800.0,USD,CALL0179
LN00667,INV051,2025-09-25,Structuring Fee,DEAL003,-2120.0,USD,FEE0300
LN00668,INV051,2026-01-15,Management Fee,DEAL006,-840.0,USD,FEE0550
LN00669,INV051,2026-01-15,Admin Fee,DEAL006,-450.0,USD,FEE0551
LN00670,INV052,2022-08-30,Capital Contribution,DEAL013,-29000.0,USD,CALL0424
LN00671,INV052,2022-08-30,Structuring Fee,DEAL013,-1160.0,USD,FEE0896
LN00672,INV052,2022-12-05,Capital Contribution,DEAL020,-50000.0,USD,CALL0631
LN00673,INV052,2022-12-05,Structuring Fee,DEAL020,-2000.0,USD,FEE1340
LN00674,INV052,2023-02-10,Capital Contribution,DEAL004,-62000.0,GBP,CALL0201
LN00675,INV052,2023-02-10,Structuring Fee,DEAL004,-1860.0,GBP,FEE0346
LN00676,INV052,2023-04-14,Capital Contribution,DEAL011,-43000.0,EUR,CALL0387
LN00677,INV052,2023-04-14,Structuring Fee,DEAL011,-430.0,EUR,FEE0799
LN00678,INV052,2023-05-19,Capital Contribution,DEAL016,-81000.0,EUR,CALL0545
LN00679,INV052,2023-05-19,Structuring Fee,DEAL016,-3240.0,EUR,FEE1116
LN00680,INV052,2023-10-02,Capital Contribution,DEAL012,-99000.0,AED,CALL0403
LN00681,INV052,2023-10-02,Structuring Fee,DEAL012,-3960.0,AED,FEE0842
LN00682,INV052,2023-11-20,Capital Contribution,DEAL002,-205000.0,USD,CALL0048
LN00683,INV052,2023-11-20,Structuring Fee,DEAL002,-8200.0,USD,FEE0126
LN00684,INV052,2024-01-22,Capital Contribution,DEAL018,-28000.0,EUR,CALL0597
LN00685,INV052,2024-01-22,Structuring Fee,DEAL018,-1120.0,EUR,FEE1248
LN00686,INV052,2024-03-08,Capital Contribution,DEAL017,-97000.0,GBP,CALL0568
LN00687,INV052,2024-03-08,Structuring Fee,DEAL017,-3880.0,GBP,FEE1178
LN00688,INV052,2024-06-12,Capital Contribution,DEAL006,-73000.0,USD,CALL0283
LN00689,INV052,2024-06-12,Structuring Fee,DEAL006,-2920.0,USD,FEE0565
LN00690,INV052,2025-01-10,Secondary Sale,DEAL020,31800.0,USD,DIST0020
LN00691,INV052,2025-09-25,Capital Contribution,DEAL003,-19800.0,USD,CALL0063
LN00692,INV052,2025-09-25,Structuring Fee,DEAL003,-1320.0,USD,FEE0148
LN00693,INV052,2026-01-15,Management Fee,DEAL004,-930.0,GBP,FEE0347
LN00694,INV052,2026-01-15,Admin Fee,DEAL004,-450.0,USD,FEE0348
LN00695,INV053,2021-10-30,Capital Contribution,DEAL009,-36000.0,GBP,CALL0336
LN00696,INV053,2021-10-30,Structuring Fee,DEAL009,-1440.0,GBP,FEE0657
LN00697,INV053,2022-12-05,Capital Contribution,DEAL020,-29000.0,USD,CALL0634
LN00698,INV053,2022-12-05,Structuring Fee,DEAL020,-1160.0,USD,FEE1349
LN00699,INV053,2023-05-19,Capital Contribution,DEAL016,-151000.0,EUR,CALL0550
LN00700,INV053,2023-05-19,Structuring Fee,DEAL016,-6040.0,EUR,FEE1131
LN00701,INV053,2023-07-22,Capital Contribution,DEAL010,-22000.0,GBP,CALL0355
LN00702,INV053,2023-07-22,Structuring Fee,DEAL010,-880.0,GBP,FEE0710
LN00703,INV053,2024-01-22,Capital Contribution,DEAL018,-42000.0,EUR,CALL0603
LN00704,INV053,2024-01-22,Structuring Fee,DEAL018,-1680.0,EUR,FEE1264
LN00705,INV053,2024-05-15,Capital Contribution,DEAL019,-600000.0,EUR,CALL0617
LN00706,INV053,2024-06-12,Capital Contribution,DEAL006,-55000.0,USD,CALL0256
LN00707,INV053,2024-06-12,Structuring Fee,DEAL006,-2200.0,USD,FEE0495
LN00708,INV053,2024-09-10,Capital Contribution,DEAL014,-47000.0,USD,CALL0486
LN00709,INV053,2024-09-10,Structuring Fee,DEAL014,-3760.0,USD,FEE0997
LN00710,INV053,2025-01-10,Secondary Sale,DEAL020,18444.0,USD,DIST0023
LN00711,INV053,2025-09-25,Capital Contribution,DEAL003,-27000.0,USD,CALL0113
LN00712,INV053,2026-01-15,Management Fee,DEAL006,-1100.0,USD,FEE0496
LN00713,INV053,2026-01-15,Admin Fee,DEAL006,-450.0,USD,FEE0497
LN00714,INV053,2026-01-15,Management Fee,DEAL009,-720.0,GBP,FEE0658
LN00715,INV053,2026-01-15,Admin Fee,DEAL009,-450.0,USD,FEE0659
LN00716,INV053,2026-01-15,Management Fee,DEAL016,-3775.0,EUR,FEE1132
LN00717,INV053,2026-01-15,Admin Fee,DEAL016,-450.0,USD,FEE1133
LN00718,INV053,2026-01-15,Management Fee,DEAL018,-840.0,EUR,FEE1265
LN00719,INV054,2025-09-25,Capital Contribution,DEAL003,-16800.0,USD,CALL0135
LN00720,INV054,2025-09-25,Structuring Fee,DEAL003,-1120.0,USD,FEE0239
LN00721,INV055,2024-01-22,Capital Contribution,DEAL018,-23000.0,EUR,CALL0610
LN00722,INV055,2024-01-22,Structuring Fee,DEAL018,-920.0,EUR,FEE1282
LN00723,INV055,2025-09-25,Capital Contribution,DEAL003,-24000.0,USD,CALL0133
LN00724,INV055,2025-09-25,Structuring Fee,DEAL003,-1600.0,USD,FEE0236
LN00725,INV055,2026-01-15,Management Fee,DEAL018,-460.0,EUR,FEE1283
LN00726,INV055,2026-01-15,Admin Fee,DEAL018,-450.0,USD,FEE1284
LN00727,INV056,2021-10-30,Capital Contribution,DEAL009,-232000.0,GBP,CALL0328
LN00728,INV056,2021-10-30,Structuring Fee,DEAL009,-9280.0,GBP,FEE0636
LN00729,INV056,2022-01-18,Capital Contribution,DEAL008,-33000.0,USD,CALL0312
LN00730,INV056,2022-01-18,Structuring Fee,DEAL008,-990.0,USD,FEE0605
LN00731,INV056,2022-03-15,Capital Contribution,DEAL001,-42000.0,USD,CALL0017
LN00732,INV056,2022-03-15,Structuring Fee,DEAL001,-1680.0,USD,FEE0037
LN00733,INV056,2023-04-14,Capital Contribution,DEAL011,-119000.0,EUR,CALL0393
LN00734,INV056,2023-04-14,Structuring Fee,DEAL011,-1190.0,EUR,FEE0815
LN00735,INV056,2023-05-19,Capital Contribution,DEAL016,-80000.0,EUR,CALL0551
LN00736,INV056,2023-05-19,Structuring Fee,DEAL016,-3200.0,EUR,FEE1134
LN00737,INV056,2023-07-22,Capital Contribution,DEAL010,-875000.0,GBP,CALL0343
LN00738,INV056,2023-07-22,Structuring Fee,DEAL010,-35000.0,GBP,FEE0677
LN00739,INV056,2024-01-22,Capital Contribution,DEAL018,-54000.0,EUR,CALL0593
LN00740,INV056,2024-06-12,Capital Contribution,DEAL006,-47000.0,USD,CALL0260
LN00741,INV056,2024-06-12,Structuring Fee,DEAL006,-940.0,USD,FEE0506
LN00742,INV056,2024-09-10,Capital Contribution,DEAL014,-8000.0,USD,CALL0478
LN00743,INV056,2024-09-10,Structuring Fee,DEAL014,-640.0,USD,FEE0987
LN00744,INV056,2025-09-25,Capital Contribution,DEAL003,-46200.0,USD,CALL0097
LN00745,INV056,2025-09-25,Structuring Fee,DEAL003,-3080.0,USD,FEE0193
LN00746,INV056,2026-01-15,Management Fee,DEAL014,-240.0,USD,FEE0988
LN00747,INV056,2026-01-15,Admin Fee,DEAL014,-450.0,USD,FEE0989
LN00748,INV057,2023-07-22,Capital Contribution,DEAL010,-54000.0,GBP,CALL0351
LN00749,INV057,2023-07-22,Structuring Fee,DEAL010,-2160.0,GBP,FEE0699
LN00750,INV057,2023-10-02,Capital Contribution,DEAL012,-88000.0,AED,CALL0408
LN00751,INV057,2023-10-02,Structuring Fee,DEAL012,-3520.0,AED,FEE0856
LN00752,INV057,2024-06-12,Capital Contribution,DEAL006,-56000.0,USD,CALL0261
LN00753,INV057,2024-06-12,Structuring Fee,DEAL006,-2240.0,USD,FEE0508
LN00754,INV057,2025-09-25,Capital Contribution,DEAL003,-16200.0,USD,CALL0181
LN00755,INV057,2025-09-25,Structuring Fee,DEAL003,-1080.0,USD,FEE0303
LN00756,INV057,2026-01-15,Management Fee,DEAL003,-540.0,USD,FEE0304
LN00757,INV057,2026-01-15,Admin Fee,DEAL003,-450.0,USD,FEE0305
LN00758,INV057,2026-01-15,Management Fee,DEAL006,-1120.0,USD,FEE0509
LN00759,INV057,2026-01-15,Admin Fee,DEAL006,-450.0,USD,FEE0510
LN00760,INV057,2026-01-15,Management Fee,DEAL010,-810.0,GBP,FEE0700
LN00761,INV057,2026-01-15,Admin Fee,DEAL010,-450.0,USD,FEE0701
LN00762,INV057,2026-01-15,Management Fee,DEAL012,-1320.0,AED,FEE0857
LN00763,INV057,2026-01-15,Admin Fee,DEAL012,-450.0,USD,FEE0858
LN00764,INV058,2021-10-30,Capital Contribution,DEAL009,-18000.0,GBP,CALL0324
LN00765,INV058,2021-10-30,Structuring Fee,DEAL009,-720.0,GBP,FEE0626
LN00766,INV058,2022-01-18,Capital Contribution,DEAL008,-19000.0,USD,CALL0313
LN00767,INV058,2022-01-18,Structuring Fee,DEAL008,-380.0,USD,FEE0606
LN00768,INV058,2022-03-15,Capital Contribution,DEAL001,-61000.0,USD,CALL0010
LN00769,INV058,2022-03-15,Structuring Fee,DEAL001,-1830.0,USD,FEE0024
LN00770,INV058,2022-12-05,Capital Contribution,DEAL020,-44000.0,USD,CALL0632
LN00771,INV058,2022-12-05,Structuring Fee,DEAL020,-1760.0,USD,FEE1343
LN00772,INV058,2023-04-14,Capital Contribution,DEAL011,-167000.0,EUR,CALL0380
LN00773,INV058,2023-04-14,Structuring Fee,DEAL011,-5010.0,EUR,FEE0779
LN00774,INV058,2023-05-19,Capital Contribution,DEAL016,-49000.0,EUR,CALL0536
LN00775,INV058,2023-07-22,Capital Contribution,DEAL010,-48000.0,GBP,CALL0357
LN00776,INV058,2023-07-22,Structuring Fee,DEAL010,-1920.0,GBP,FEE0716
LN00777,INV058,2023-11-20,Capital Contribution,DEAL002,-30000.0,USD,CALL0046
LN00778,INV058,2023-11-20,Structuring Fee,DEAL002,-600.0,USD,FEE0120
LN00779,INV058,2024-01-22,Capital Contribution,DEAL018,-55000.0,EUR,CALL0577
LN00780,INV058,2024-01-22,Structuring Fee,DEAL018,-2200.0,EUR,FEE1203
LN00781,INV058,2024-05-15,Capital Contribution,DEAL019,-36000.0,EUR,CALL0621
LN00782,INV058,2024-05-15,Structuring Fee,DEAL019,-1440.0,EUR,FEE1313
LN00783,INV058,2024-06-12,Capital Contribution,DEAL006,-19000.0,USD,CALL0268
LN00784,INV058,2024-06-12,Structuring Fee,DEAL006,-760.0,USD,FEE0528
LN00785,INV058,2025-01-10,Secondary Sale,DEAL020,27984.0,USD,DIST0021
LN00786,INV058,2025-09-25,Capital Contribution,DEAL003,-25800.0,USD,CALL0117
LN00787,INV058,2025-09-25,Structuring Fee,DEAL003,-1720.0,USD,FEE0216
LN00788,INV058,2026-01-15,Management Fee,DEAL018,-1100.0,EUR,FEE1204
LN00789,INV059,2023-05-19,Capital Contribution,DEAL016,-64000.0,EUR,CALL0556
LN00790,INV059,2023-05-19,Structuring Fee,DEAL016,-2560.0,EUR,FEE1148
LN00791,INV059,2023-11-20,Capital Contribution,DEAL002,-55000.0,USD,CALL0043
LN00792,INV059,2023-11-20,Structuring Fee,DEAL002,-2200.0,USD,FEE0111
LN00793,INV059,2024-06-12,Capital Contribution,DEAL006,-34000.0,USD,CALL0245
LN00794,INV059,2024-06-12,Structuring Fee,DEAL006,-1360.0,USD,FEE0462
LN00795,INV059,2026-01-15,Management Fee,DEAL002,-1100.0,USD,FEE0112
LN00796,INV059,2026-01-15,Admin Fee,DEAL002,-450.0,USD,FEE0113
LN00797,INV060,2023-02-10,Capital Contribution,DEAL004,-18000.0,GBP,CALL0208
LN00798,INV060,2023-02-10,Structuring Fee,DEAL004,-540.0,GBP,FEE0366
LN00799,INV061,2021-10-30,Capital Contribution,DEAL009,-28000.0,GBP,CALL0337
LN00800,INV061,2021-10-30,Structuring Fee,DEAL009,-1120.0,GBP,FEE0660
LN00801,INV061,2022-01-18,Capital Contribution,DEAL008,-33000.0,USD,CALL0316
LN00802,INV061,2022-01-18,Structuring Fee,DEAL008,-1320.0,USD,FEE0609
LN00803,INV061,2023-04-14,Capital Contribution,DEAL011,-54000.0,EUR,CALL0386
LN00804,INV061,2023-04-14,Structuring Fee,DEAL011,-1620.0,EUR,FEE0796
LN00805,INV061,2023-07-22,Capital Contribution,DEAL010,-37000.0,GBP,CALL0359
LN00806,INV061,2023-07-22,Structuring Fee,DEAL010,-1480.0,GBP,FEE0722
LN00807,INV061,2024-09-10,Capital Contribution,DEAL014,-5000.0,USD,CALL0484
LN00808,INV061,2024-09-10,Structuring Fee,DEAL014,-400.0,USD,FEE0995
LN00809,INV061,2025-09-25,Capital Contribution,DEAL003,-16800.0,USD,CALL0155
LN00810,INV061,2025-09-25,Structuring Fee,DEAL003,-1120.0,USD,FEE0268
LN00811,INV061,2026-01-15,Management Fee,DEAL003,-560.0,USD,FEE0269
LN00812,INV061,2026-01-15,Admin Fee,DEAL003,-450.0,USD,FEE0270
LN00813,INV061,2026-01-15,Management Fee,DEAL011,-1080.0,EUR,FEE0797
LN00814,INV061,2026-01-15,Admin Fee,DEAL011,-450.0,USD,FEE0798
LN00815,INV062,2021-11-05,Capital Contribution,DEAL007,-72000.0,EUR,CALL0303
LN00816,INV062,2021-11-05,Structuring Fee,DEAL007,-3600.0,EUR,FEE0596
LN00817,INV062,2023-02-10,Capital Contribution,DEAL004,-15000.0,GBP,CALL0199
LN00818,INV062,2023-05-19,Capital Contribution,DEAL016,-32000.0,EUR,CALL0555
LN00819,INV062,2023-05-19,Structuring Fee,DEAL016,-1280.0,EUR,FEE1146
LN00820,INV062,2023-11-20,Capital Contribution,DEAL002,-13000.0,USD,CALL0044
LN00821,INV062,2023-11-20,Structuring Fee,DEAL002,-520.0,USD,FEE0114
LN00822,INV062,2024-03-08,Capital Contribution,DEAL017,-34000.0,GBP,CALL0562
LN00823,INV062,2024-06-12,Capital Contribution,DEAL006,-21000.0,USD,CALL0251
LN00824,INV062,2024-06-12,Structuring Fee,DEAL006,-840.0,USD,FEE0480
LN00825,INV062,2024-08-20,Exit Proceeds,DEAL007,99000.0,EUR,DIST0014
LN00826,INV062,2024-09-10,Capital Contribution,DEAL014,-40500.0,USD,CALL0454
LN00827,INV062,2024-09-10,Structuring Fee,DEAL014,-3240.0,USD,FEE0956
LN00828,INV062,2025-09-25,Capital Contribution,DEAL003,-31200.0,USD,CALL0107
LN00829,INV062,2025-09-25,Structuring Fee,DEAL003,-2080.0,USD,FEE0205
LN00830,INV063,2023-02-10,Capital Contribution,DEAL004,-30000.0,GBP,CALL0202
LN00831,INV063,2023-02-10,Structuring Fee,DEAL004,-900.0,GBP,FEE0349
LN00832,INV063,2025-09-25,Capital Contribution,DEAL003,-42000.0,USD,CALL0083
LN00833,INV063,2025-09-25,Structuring Fee,DEAL003,-2800.0,USD,FEE0173
LN00834,INV064,2023-04-14,Capital Contribution,DEAL011,-76000.0,EUR,CALL0397
LN00835,INV064,2023-04-14,Structuring Fee,DEAL011,-2280.0,EUR,FEE0826
LN00836,INV064,2026-01-15,Management Fee,DEAL011,-1520.0,EUR,FEE0827
LN00837,INV064,2026-01-15,Admin Fee,DEAL011,-450.0,USD,FEE0828
LN00838,INV065,2021-11-05,Capital Contribution,DEAL007,-40000.0,EUR,CALL0295
LN00839,INV065,2021-11-05,Structuring Fee,DEAL007,-2000.0,EUR,FEE0588
LN00840,INV065,2024-06-12,Capital Contribution,DEAL006,-28000.0,USD,CALL0257
LN00841,INV065,2024-06-12,Structuring Fee,DEAL006,-1120.0,USD,FEE0498
LN00842,INV065,2024-08-20,Exit Proceeds,DEAL007,55000.0,EUR,DIST0006
LN00843,INV065,2025-09-25,Capital Contribution,DEAL003,-53400.0,USD,CALL0087
LN00844,INV065,2025-09-25,Structuring Fee,DEAL003,-3560.0,USD,FEE0179
LN00845,INV066,2021-10-30,Capital Contribution,DEAL009,-41000.0,GBP,CALL0334
LN00846,INV066,2021-10-30,Structuring Fee,DEAL009,-1230.0,GBP,FEE0651
LN00847,INV066,2022-08-30,Capital Contribution,DEAL013,-52000.0,USD,CALL0434
LN00848,INV066,2022-08-30,Structuring Fee,DEAL013,-2080.0,USD,FEE0925
LN00849,INV066,2022-12-05,Capital Contribution,DEAL020,-43000.0,USD,CALL0637
LN00850,INV066,2023-02-10,Capital Contribution,DEAL004,-43000.0,GBP,CALL0191
LN00851,INV066,2023-02-10,Structuring Fee,DEAL004,-1290.0,GBP,FEE0323
LN00852,INV066,2023-05-19,Capital Contribution,DEAL016,-36000.0,EUR,CALL0537
LN00853,INV066,2023-05-19,Structuring Fee,DEAL016,-1440.0,EUR,FEE1097
LN00854,INV066,2023-10-02,Capital Contribution,DEAL012,-103000.0,AED,CALL0407
LN00855,INV066,2023-10-02,Structuring Fee,DEAL012,-3090.0,AED,FEE0853
LN00856,INV066,2024-01-22,Capital Contribution,DEAL018,-56000.0,EUR,CALL0600
LN00857,INV066,2024-01-22,Structuring Fee,DEAL018,-2240.0,EUR,FEE1256
LN00858,INV066,2024-05-15,Capital Contribution,DEAL019,-37000.0,EUR,CALL0624
LN00859,INV066,2024-05-15,Structuring Fee,DEAL019,-1110.0,EUR,FEE1322
LN00860,INV066,2024-06-12,Capital Contribution,DEAL006,-72000.0,USD,CALL0289
LN00861,INV066,2024-06-12,Structuring Fee,DEAL006,-2880.0,USD,FEE0580
LN00862,INV066,2024-09-10,Capital Contribution,DEAL014,-21000.0,USD,CALL0488
LN00863,INV066,2024-09-10,Structuring Fee,DEAL014,-1680.0,USD,FEE1000
LN00864,INV066,2025-01-10,Secondary Sale,DEAL020,29154.0,USD,DIST0026
LN00865,INV066,2025-09-25,Capital Contribution,DEAL003,-22800.0,USD,CALL0075
LN00866,INV066,2025-09-25,Structuring Fee,DEAL003,-760.0,USD,FEE0163
LN00867,INV066,2026-01-15,Management Fee,DEAL006,-1080.0,USD,FEE0581
LN00868,INV066,2026-01-15,Admin Fee,DEAL006,-450.0,USD,FEE0582
LN00869,INV066,2026-01-15,Management Fee,DEAL009,-410.0,GBP,FEE0652
LN00870,INV066,2026-01-15,Admin Fee,DEAL009,-450.0,USD,FEE0653
LN00871,INV066,2026-01-15,Management Fee,DEAL014,-630.0,USD,FEE1001
LN00872,INV067,2022-12-05,Capital Contribution,DEAL020,-42000.0,USD,CALL0633
LN00873,INV067,2022-12-05,Structuring Fee,DEAL020,-1680.0,USD,FEE1346
LN00874,INV067,2023-02-10,Capital Contribution,DEAL004,-37000.0,GBP,CALL0192
LN00875,INV067,2023-02-10,Structuring Fee,DEAL004,-1110.0,GBP,FEE0325
LN00876,INV067,2024-01-22,Capital Contribution,DEAL018,-36000.0,EUR,CALL0579
LN00877,INV067,2024-01-22,Structuring Fee,DEAL018,-1440.0,EUR,FEE1207
LN00878,INV067,2024-03-08,Capital Contribution,DEAL017,-44000.0,GBP,CALL0566
LN00879,INV067,2024-03-08,Structuring Fee,DEAL017,-1760.0,GBP,FEE1174
LN00880,INV067,2024-06-12,Capital Contribution,DEAL006,-50000.0,USD,CALL0279
LN00881,INV067,2024-06-12,Structuring Fee,DEAL006,-2000.0,USD,FEE0555
LN00882,INV067,2024-09-10,Capital Contribution,DEAL014,-9500.0,USD,CALL0508
LN00883,INV067,2024-09-10,Structuring Fee,DEAL014,-760.0,USD,FEE1027
LN00884,INV067,2024-11-18,Capital Contribution,DEAL021,-73000.0,USD,CALL0649
LN00885,INV067,2024-11-18,Structuring Fee,DEAL021,-2190.0,USD,FEE1385
LN00886,INV067,2025-01-10,Secondary Sale,DEAL020,26712.0,USD,DIST0022
LN00887,INV067,2025-09-25,Capital Contribution,DEAL003,-41400.0,USD,CALL0161
LN00888,INV067,2026-01-15,Management Fee,DEAL006,-1000.0,USD,FEE0556
LN00889,INV067,2026-01-15,Admin Fee,DEAL006,-450.0,USD,FEE0557
LN00890,INV068,2025-09-25,Capital Contribution,DEAL003,-33000.0,USD,CALL0137
LN00891,INV068,2025-09-25,Structuring Fee,DEAL003,-2200.0,USD,FEE0242
LN00892,INV069,2024-09-10,Capital Contribution,DEAL014,-13500.0,USD,CALL0510
LN00893,INV069,2024-09-10,Structuring Fee,DEAL014,-1080.0,USD,FEE1030
LN00894,INV069,2025-09-25,Capital Contribution,DEAL003,-26400.0,USD,CALL0065
LN00895,INV069,2025-09-25,Structuring Fee,DEAL003,-1760.0,USD,FEE0149
LN00896,INV069,2026-01-15,Management Fee,DEAL014,-540.0,USD,FEE1031
LN00897,INV069,2026-01-15,Admin Fee,DEAL014,-450.0,USD,FEE1032
LN00898,INV070,2024-01-22,Capital Contribution,DEAL018,-59000.0,EUR,CALL0611
LN00899,INV070,2024-01-22,Structuring Fee,DEAL018,-1180.0,EUR,FEE1285
LN00900,INV071,2023-07-22,Capital Contribution,DEAL010,-74000.0,GBP,CALL0360
LN00901,INV071,2023-07-22,Structuring Fee,DEAL010,-2960.0,GBP,FEE0725
LN00902,INV072,2022-01-18,Capital Contribution,DEAL008,-14000.0,USD,CALL0308
LN00903,INV072,2022-01-18,Structuring Fee,DEAL008,-420.0,USD,FEE0601
LN00904,INV072,2022-08-30,Capital Contribution,DEAL013,-33000.0,USD,CALL0435
LN00905,INV072,2022-08-30,Structuring Fee,DEAL013,-1320.0,USD,FEE0927
LN00906,INV072,2023-02-10,Capital Contribution,DEAL004,-42000.0,GBP,CALL0213
LN00907,INV072,2023-02-10,Structuring Fee,DEAL004,-1260.0,GBP,FEE0378
LN00908,INV072,2023-04-14,Capital Contribution,DEAL011,-23000.0,EUR,CALL0392
LN00909,INV072,2023-04-14,Structuring Fee,DEAL011,-690.0,EUR,FEE0812
LN00910,INV072,2023-07-22,Capital Contribution,DEAL010,-48000.0,GBP,CALL0367
LN00911,INV072,2023-07-22,Structuring Fee,DEAL010,-1920.0,GBP,FEE0745
LN00912,INV072,2024-06-12,Capital Contribution,DEAL006,-61000.0,USD,CALL0276
LN00913,INV072,2024-06-12,Structuring Fee,DEAL006,-2440.0,USD,FEE0546
LN00914,INV072,2024-09-10,Capital Contribution,DEAL014,-42500.0,USD,CALL0446
LN00915,INV072,2024-09-10,Structuring Fee,DEAL014,-3400.0,USD,FEE0944
LN00916,INV072,2025-09-25,Capital Contribution,DEAL003,-20400.0,USD,CALL0167
LN00917,INV072,2025-09-25,Structuring Fee,DEAL003,-1360.0,USD,FEE0283
LN00918,INV072,2026-01-15,Management Fee,DEAL013,-660.0,USD,FEE0928
LN00919,INV072,2026-01-15,Admin Fee,DEAL013,-450.0,USD,FEE0929
LN00920,INV073,2024-01-22,Capital Contribution,DEAL018,-25000.0,EUR,CALL0591
LN00921,INV073,2024-01-22,Structuring Fee,DEAL018,-1000.0,EUR,FEE1235
LN00922,INV073,2024-11-18,Capital Contribution,DEAL021,-57000.0,USD,CALL0655
LN00923,INV073,2024-11-18,Structuring Fee,DEAL021,-2850.0,USD,FEE1400
LN00924,INV074,2021-09-01,Capital Contribution,DEAL005,-44000.0,USD,CALL0230
LN00925,INV074,2021-09-01,Structuring Fee,DEAL005,-2200.0,USD,FEE0422
LN00926,INV074,2022-08-30,Capital Contribution,DEAL013,-20000.0,USD,CALL0430
LN00927,INV074,2022-08-30,Structuring Fee,DEAL013,-800.0,USD,FEE0913
LN00928,INV074,2023-01-12,Capital Contribution,DEAL015,-72000.0,USD,CALL0526
LN00929,INV074,2023-01-12,Structuring Fee,DEAL015,-2160.0,USD,FEE1068
LN00930,INV074,2024-06-12,Capital Contribution,DEAL006,-42000.0,USD,CALL0258
LN00931,INV074,2024-06-12,Structuring Fee,DEAL006,-1680.0,USD,FEE0501
LN00932,INV074,2025-09-25,Capital Contribution,DEAL003,-18600.0,USD,CALL0175
LN00933,INV074,2025-09-25,Structuring Fee,DEAL003,-1240.0,USD,FEE0294
LN00934,INV074,2026-01-15,Management Fee,DEAL006,-840.0,USD,FEE0502
LN00935,INV074,2026-01-15,Admin Fee,DEAL006,-450.0,USD,FEE0503
