fee_id,allocation_id,investor_id,deal_id,fee_type,period,fee_rate_pct,basis,amount,currency,due_date,status
FEE0472,ALC0181,INV048,DEAL006,Management Fee,2026,2.0,Commitment,940.0,USD,2026-01-15,Paid
FEE0473,ALC0181,INV048,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0474,ALC0182,INV037,DEAL006,Structuring Fee,2024,4.0,Commitment,1840.0,USD,2024-06-12,Paid
FEE0475,ALC0182,INV037,DEAL006,Management Fee,2026,2.0,Commitment,920.0,USD,2026-07-15,Upcoming
FEE0476,ALC0182,INV037,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0477,ALC0183,INV002,DEAL006,Structuring Fee,2024,4.0,Commitment,760.0,USD,2024-06-12,Paid
FEE0478,ALC0183,INV002,DEAL006,Management Fee,2026,2.0,Commitment,380.0,USD,2026-01-15,Paid
FEE0479,ALC0183,INV002,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0480,ALC0184,INV062,DEAL006,Structuring Fee,2024,4.0,Commitment,840.0,USD,2024-06-12,Paid
FEE0481,ALC0184,INV062,DEAL006,Management Fee,2026,1.5,Commitment,315.0,USD,2026-07-15,Upcoming
FEE0482,ALC0184,INV062,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0483,ALC0185,INV103,DEAL006,Structuring Fee,2024,4.0,Commitment,640.0,USD,2024-06-12,Paid
FEE0484,ALC0185,INV103,DEAL006,Management Fee,2026,2.0,Commitment,320.0,USD,2026-01-15,Paid
FEE0485,ALC0185,INV103,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0486,ALC0186,INV107,DEAL006,Structuring Fee,2024,4.0,Commitment,880.0,USD,2024-06-12,Paid
FEE0487,ALC0186,INV107,DEAL006,Management Fee,2026,2.0,Commitment,440.0,USD,2026-07-15,Upcoming
FEE0488,ALC0186,INV107,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0489,ALC0187,INV019,DEAL006,Structuring Fee,2024,4.0,Commitment,2960.0,USD,2024-06-12,Paid
FEE0490,ALC0187,INV019,DEAL006,Management Fee,2026,2.0,Commitment,1480.0,USD,2026-01-15,Paid
FEE0491,ALC0187,INV019,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0492,ALC0188,INV015,DEAL006,Structuring Fee,2024,2.0,Commitment,600.0,USD,2024-06-12,Paid
FEE0493,ALC0188,INV015,DEAL006,Management Fee,2026,2.0,Commitment,600.0,USD,2026-07-15,Upcoming
FEE0494,ALC0188,INV015,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0495,ALC0189,INV053,DEAL006,Structuring Fee,2024,4.0,Commitment,2200.0,USD,2024-06-12,Paid
FEE0496,ALC0189,INV053,DEAL006,Management Fee,2026,2.0,Commitment,1100.0,USD,2026-01-15,Paid
FEE0497,ALC0189,INV053,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0498,ALC0190,INV065,DEAL006,Structuring Fee,2024,4.0,Commitment,1120.0,USD,2024-06-12,Paid
FEE0499,ALC0190,INV065,DEAL006,Management Fee,2026,2.0,Commitment,560.0,USD,2026-07-15,Upcoming
FEE0500,ALC0190,INV065,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0501,ALC0191,INV074,DEAL006,Structuring Fee,2024,4.0,Commitment,1680.0,USD,2024-06-12,Paid
FEE0502,ALC0191,INV074,DEAL006,Management Fee,2026,2.0,Commitment,840.0,USD,2026-01-15,Paid
FEE0503,ALC0191,INV074,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0504,ALC0192,INV096,DEAL006,Structuring Fee,2024,4.0,Commitment,800.0,USD,2024-06-12,Paid
FEE0505,ALC0192,INV096,DEAL006,Management Fee,2026,2.0,Commitment,400.0,USD,2026-07-15,Upcoming
FEE0506,ALC0193,INV056,DEAL006,Structuring Fee,2024,2.0,Commitment,940.0,USD,2024-06-12,Paid
FEE0507,ALC0193,INV056,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0508,ALC0194,INV057,DEAL006,Structuring Fee,2024,4.0,Commitment,2240.0,USD,2024-06-12,Paid
FEE0509,ALC0194,INV057,DEAL006,Management Fee,2026,2.0,Commitment,1120.0,USD,2026-01-15,Paid
FEE0510,ALC0194,INV057,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0511,ALC0195,INV088,DEAL006,Structuring Fee,2024,4.0,Commitment,2240.0,USD,2024-06-12,Paid
FEE0512,ALC0195,INV088,DEAL006,Management Fee,2026,2.0,Commitment,1120.0,USD,2026-07-15,Upcoming
FEE0513,ALC0195,INV088,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0514,ALC0196,INV101,DEAL006,Structuring Fee,2024,4.0,Commitment,2320.0,USD,2024-06-12,Paid
FEE0515,ALC0196,INV101,DEAL006,Management Fee,2026,2.0,Commitment,1160.0,USD,2026-01-15,Paid
FEE0516,ALC0196,INV101,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0517,ALC0197,INV098,DEAL006,Structuring Fee,2024,4.0,Commitment,1960.0,USD,2024-06-12,Paid
FEE0518,ALC0197,INV098,DEAL006,Management Fee,2026,2.0,Commitment,980.0,USD,2026-07-15,Upcoming
FEE0519,ALC0197,INV098,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0520,ALC0198,INV020,DEAL006,Structuring Fee,2024,4.0,Commitment,920.0,USD,2024-06-12,Paid
FEE0521,ALC0198,INV020,DEAL006,Management Fee,2026,2.0,Commitment,460.0,USD,2026-01-15,Paid
FEE0522,ALC0198,INV020,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0523,ALC0199,INV108,DEAL006,Structuring Fee,2024,4.0,Commitment,1520.0,USD,2024-06-12,Paid
FEE0524,ALC0199,INV108,DEAL006,Management Fee,2026,2.0,Commitment,760.0,USD,2026-07-15,Upcoming
FEE0525,ALC0199,INV108,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0526,ALC0200,INV091,DEAL006,Structuring Fee,2024,4.0,Commitment,3080.0,USD,2024-06-12,Paid
FEE0527,ALC0200,INV091,DEAL006,Management Fee,2026,2.0,Commitment,1540.0,USD,2026-01-15,Paid
FEE0528,ALC0201,INV058,DEAL006,Structuring Fee,2024,4.0,Commitment,760.0,USD,2024-06-12,Paid
FEE0529,ALC0201,INV058,DEAL006,Management Fee,2026,2.0,Commitment,380.0,USD,2026-07-15,Upcoming
FEE0530,ALC0201,INV058,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0531,ALC0202,INV112,DEAL006,Structuring Fee,2024,4.0,Commitment,4400.0,USD,2024-06-12,Paid
FEE0532,ALC0202,INV112,DEAL006,Management Fee,2026,2.0,Commitment,2200.0,USD,2026-01-15,Paid
FEE0533,ALC0202,INV112,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0534,ALC0203,INV007,DEAL006,Management Fee,2026,2.0,Commitment,680.0,USD,2026-05-01,Overdue
FEE0535,ALC0204,INV017,DEAL006,Structuring Fee,2024,2.0,Commitment,680.0,USD,2024-06-12,Paid
FEE0536,ALC0205,INV093,DEAL006,Structuring Fee,2024,4.0,Commitment,2040.0,USD,2024-06-12,Paid
FEE0537,ALC0205,INV093,DEAL006,Management Fee,2026,2.0,Commitment,1020.0,USD,2026-07-15,Upcoming
FEE0538,ALC0206,INV106,DEAL006,Structuring Fee,2024,4.0,Commitment,1920.0,USD,2024-06-12,Paid
FEE0539,ALC0206,INV106,DEAL006,Management Fee,2026,2.0,Commitment,960.0,USD,2026-01-15,Paid
FEE0540,ALC0207,INV018,DEAL006,Structuring Fee,2024,4.0,Commitment,1880.0,USD,2024-06-12,Paid
FEE0541,ALC0207,INV018,DEAL006,Management Fee,2026,2.0,Commitment,940.0,USD,2026-07-15,Upcoming
FEE0542,ALC0207,INV018,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0543,ALC0208,INV034,DEAL006,Structuring Fee,2024,4.0,Commitment,1240.0,USD,2024-06-12,Paid
FEE0544,ALC0208,INV034,DEAL006,Management Fee,2026,2.0,Commitment,620.0,USD,2026-01-15,Paid
FEE0545,ALC0208,INV034,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0546,ALC0209,INV072,DEAL006,Structuring Fee,2024,4.0,Commitment,2440.0,USD,2024-06-12,Paid
FEE0547,ALC0209,INV072,DEAL006,Management Fee,2026,1.0,Commitment,610.0,USD,2026-07-15,Upcoming
FEE0548,ALC0209,INV072,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0549,ALC0210,INV051,DEAL006,Structuring Fee,2024,4.0,Commitment,1680.0,USD,2024-06-12,Paid
FEE0550,ALC0210,INV051,DEAL006,Management Fee,2026,2.0,Commitment,840.0,USD,2026-01-15,Paid
FEE0551,ALC0210,INV051,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0552,ALC0211,INV028,DEAL006,Structuring Fee,2024,4.0,Commitment,4560.0,USD,2024-06-12,Paid
FEE0553,ALC0211,INV028,DEAL006,Management Fee,2026,2.0,Commitment,2280.0,USD,2026-07-15,Upcoming
FEE0554,ALC0211,INV028,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0555,ALC0212,INV067,DEAL006,Structuring Fee,2024,4.0,Commitment,2000.0,USD,2024-06-12,Paid
FEE0556,ALC0212,INV067,DEAL006,Management Fee,2026,2.0,Commitment,1000.0,USD,2026-01-15,Paid
FEE0557,ALC0212,INV067,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0558,ALC0213,INV043,DEAL006,Structuring Fee,2024,4.0,Commitment,3080.0,USD,2024-06-12,Paid
FEE0559,ALC0213,INV043,DEAL006,Management Fee,2026,2.0,Commitment,1540.0,USD,2026-07-15,Upcoming
FEE0560,ALC0214,INV087,DEAL006,Structuring Fee,2024,4.0,Commitment,840.0,USD,2024-06-12,Paid
FEE0561,ALC0214,INV087,DEAL006,Management Fee,2026,2.0,Commitment,420.0,USD,2026-07-15,Upcoming
FEE0562,ALC0215,INV008,DEAL006,Structuring Fee,2024,4.0,Commitment,960.0,USD,2024-06-12,Paid
FEE0563,ALC0215,INV008,DEAL006,Management Fee,2026,2.0,Commitment,480.0,USD,2026-01-15,Paid
FEE0564,ALC0215,INV008,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0565,ALC0216,INV052,DEAL006,Structuring Fee,2024,4.0,Commitment,2920.0,USD,2024-06-12,Paid
FEE0566,ALC0217,INV033,DEAL006,Structuring Fee,2024,3.0,Commitment,1290.0,USD,2024-06-12,Paid
FEE0567,ALC0217,INV033,DEAL006,Management Fee,2026,1.0,Commitment,430.0,USD,2026-07-15,Upcoming
FEE0568,ALC0217,INV033,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0569,ALC0218,INV077,DEAL006,Management Fee,2026,2.0,Commitment,440.0,USD,2026-01-15,Paid
FEE0570,ALC0218,INV077,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0571,ALC0219,INV076,DEAL006,Structuring Fee,2024,4.0,Commitment,1080.0,USD,2024-06-12,Paid
FEE0572,ALC0219,INV076,DEAL006,Management Fee,2026,2.0,Commitment,540.0,USD,2026-07-15,Upcoming
FEE0573,ALC0219,INV076,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0574,ALC0220,INV083,DEAL006,Structuring Fee,2024,4.0,Commitment,2160.0,USD,2024-06-12,Paid
FEE0575,ALC0220,INV083,DEAL006,Management Fee,2026,2.0,Commitment,1080.0,USD,2026-01-15,Paid
FEE0576,ALC0220,INV083,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0577,ALC0221,INV079,DEAL006,Structuring Fee,2024,4.0,Commitment,4080.0,USD,2024-06-12,Paid
FEE0578,ALC0221,INV079,DEAL006,Management Fee,2026,2.0,Commitment,2040.0,USD,2026-07-15,Upcoming
FEE0579,ALC0221,INV079,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0580,ALC0222,INV066,DEAL006,Structuring Fee,2024,4.0,Commitment,2880.0,USD,2024-06-12,Paid
FEE0581,ALC0222,INV066,DEAL006,Management Fee,2026,1.5,Commitment,1080.0,USD,2026-01-15,Paid
FEE0582,ALC0222,INV066,DEAL006,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0583,ALC0223,INV011,DEAL007,Structuring Fee,2021,5.0,Commitment,4650.0,EUR,2021-11-05,Paid
FEE0584,ALC0224,INV016,DEAL007,Structuring Fee,2021,5.0,Commitment,2350.0,EUR,2021-11-05,Paid
FEE0585,ALC0225,INV005,DEAL007,Structuring Fee,2021,5.0,Commitment,32500.0,EUR,2021-11-05,Paid
FEE0586,ALC0226,INV002,DEAL007,Structuring Fee,2021,5.0,Commitment,4200.0,EUR,2021-11-05,Paid
FEE0587,ALC0227,INV084,DEAL007,Structuring Fee,2021,5.0,Commitment,3350.0,EUR,2021-11-05,Paid
FEE0588,ALC0228,INV065,DEAL007,Structuring Fee,2021,5.0,Commitment,2000.0,EUR,2021-11-05,Paid
FEE0589,ALC0229,INV009,DEAL007,Structuring Fee,2021,5.0,Commitment,3450.0,EUR,2021-11-05,Paid
FEE0590,ALC0230,INV040,DEAL007,Structuring Fee,2021,5.0,Commitment,1900.0,EUR,2021-11-05,Paid
FEE0591,ALC0231,INV106,DEAL007,Structuring Fee,2021,5.0,Commitment,4350.0,EUR,2021-11-05,Paid
FEE0592,ALC0232,INV032,DEAL007,Structuring Fee,2021,5.0,Commitment,4050.0,EUR,2021-11-05,Paid
FEE0593,ALC0233,INV015,DEAL007,Structuring Fee,2021,5.0,Commitment,3150.0,EUR,2021-11-05,Paid
FEE0594,ALC0234,INV109,DEAL007,Structuring Fee,2021,5.0,Commitment,1600.0,EUR,2021-11-05,Paid
FEE0595,ALC0235,INV097,DEAL007,Structuring Fee,2021,5.0,Commitment,3850.0,EUR,2021-11-05,Paid
FEE0596,ALC0236,INV062,DEAL007,Structuring Fee,2021,5.0,Commitment,3600.0,EUR,2021-11-05,Paid
FEE0597,ALC0237,INV010,DEAL008,Structuring Fee,2022,4.0,Commitment,1720.0,USD,2022-01-18,Paid
FEE0598,ALC0238,INV012,DEAL008,Structuring Fee,2022,4.0,Commitment,3000.0,USD,2022-01-18,Paid
FEE0599,ALC0239,INV094,DEAL008,Structuring Fee,2022,4.0,Commitment,1320.0,USD,2022-01-18,Paid
FEE0600,ALC0240,INV112,DEAL008,Structuring Fee,2022,4.0,Commitment,760.0,USD,2022-01-18,Paid
FEE0601,ALC0241,INV072,DEAL008,Structuring Fee,2022,3.0,Commitment,420.0,USD,2022-01-18,Paid
FEE0602,ALC0242,INV037,DEAL008,Structuring Fee,2022,4.0,Commitment,880.0,USD,2022-01-18,Paid
FEE0603,ALC0243,INV107,DEAL008,Structuring Fee,2022,4.0,Commitment,2960.0,USD,2022-01-18,Paid
FEE0604,ALC0244,INV017,DEAL008,Structuring Fee,2022,4.0,Commitment,2360.0,USD,2022-01-18,Paid
FEE0605,ALC0245,INV056,DEAL008,Structuring Fee,2022,3.0,Commitment,990.0,USD,2022-01-18,Paid
FEE0606,ALC0246,INV058,DEAL008,Structuring Fee,2022,2.0,Commitment,380.0,USD,2022-01-18,Paid
FEE0607,ALC0247,INV101,DEAL008,Structuring Fee,2022,4.0,Commitment,1160.0,USD,2022-01-18,Paid
FEE0608,ALC0248,INV014,DEAL008,Structuring Fee,2022,4.0,Commitment,4440.0,USD,2022-01-18,Paid
FEE0609,ALC0249,INV061,DEAL008,Structuring Fee,2022,4.0,Commitment,1320.0,USD,2022-01-18,Paid
FEE0610,ALC0250,INV015,DEAL008,Structuring Fee,2022,4.0,Commitment,680.0,USD,2022-01-18,Paid
FEE0611,ALC0252,INV004,DEAL009,Structuring Fee,2021,4.0,Commitment,20000.0,GBP,2021-10-30,Paid
FEE0612,ALC0252,INV004,DEAL009,Management Fee,2026,2.0,Commitment,10000.0,GBP,2026-05-01,Overdue
FEE0613,ALC0252,INV004,DEAL009,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0614,ALC0253,INV008,DEAL009,Structuring Fee,2021,4.0,Commitment,3360.0,GBP,2021-10-30,Paid
FEE0615,ALC0253,INV008,DEAL009,Management Fee,2026,2.0,Commitment,1680.0,GBP,2026-07-15,Upcoming
FEE0616,ALC0253,INV008,DEAL009,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0617,ALC0254,INV017,DEAL009,Structuring Fee,2021,3.0,Commitment,1320.0,GBP,2021-10-30,Paid
FEE0618,ALC0254,INV017,DEAL009,Management Fee,2026,2.0,Commitment,880.0,GBP,2026-05-01,Overdue
FEE0619,ALC0254,INV017,DEAL009,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0620,ALC0255,INV093,DEAL009,Structuring Fee,2021,4.0,Commitment,3080.0,GBP,2021-10-30,Paid
FEE0621,ALC0255,INV093,DEAL009,Management Fee,2026,2.0,Commitment,1540.0,GBP,2026-07-15,Upcoming
FEE0622,ALC0255,INV093,DEAL009,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0623,ALC0256,INV086,DEAL009,Structuring Fee,2021,4.0,Commitment,840.0,GBP,2021-10-30,Paid
FEE0624,ALC0256,INV086,DEAL009,Management Fee,2026,2.0,Commitment,420.0,GBP,2026-05-01,Overdue
FEE0625,ALC0256,INV086,DEAL009,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0626,ALC0257,INV058,DEAL009,Structuring Fee,2021,4.0,Commitment,720.0,GBP,2021-10-30,Paid
FEE0627,ALC0257,INV058,DEAL009,Management Fee,2026,1.5,Commitment,270.0,GBP,2026-07-15,Upcoming
FEE0628,ALC0258,INV036,DEAL009,Structuring Fee,2021,2.0,Commitment,1220.0,GBP,2021-10-30,Paid
FEE0629,ALC0258,INV036,DEAL009,Management Fee,2026,2.0,Commitment,1220.0,GBP,2026-01-15,Paid
FEE0630,ALC0258,INV036,DEAL009,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0631,ALC0259,INV037,DEAL009,Management Fee,2026,1.0,Commitment,190.0,GBP,2026-07-15,Upcoming
FEE0632,ALC0259,INV037,DEAL009,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0633,ALC0260,INV041,DEAL009,Structuring Fee,2021,4.0,Commitment,2400.0,GBP,2021-10-30,Paid
FEE0634,ALC0260,INV041,DEAL009,Management Fee,2026,2.0,Commitment,1200.0,GBP,2026-01-15,Paid
FEE0635,ALC0260,INV041,DEAL009,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0636,ALC0261,INV056,DEAL009,Structuring Fee,2021,4.0,Commitment,9280.0,GBP,2021-10-30,Paid
FEE0637,ALC0262,INV015,DEAL009,Structuring Fee,2021,4.0,Commitment,680.0,GBP,2021-10-30,Paid
FEE0638,ALC0262,INV015,DEAL009,Management Fee,2026,2.0,Commitment,340.0,GBP,2026-07-15,Upcoming
FEE0639,ALC0263,INV084,DEAL009,Structuring Fee,2021,4.0,Commitment,2040.0,GBP,2021-10-30,Paid
FEE0640,ALC0263,INV084,DEAL009,Management Fee,2026,2.0,Commitment,1020.0,GBP,2026-01-15,Paid
FEE0641,ALC0263,INV084,DEAL009,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0642,ALC0264,INV079,DEAL009,Structuring Fee,2021,4.0,Commitment,6520.0,GBP,2021-10-30,Paid
FEE0643,ALC0264,INV079,DEAL009,Management Fee,2026,2.0,Commitment,3260.0,GBP,2026-07-15,Upcoming
FEE0644,ALC0264,INV079,DEAL009,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0645,ALC0265,INV090,DEAL009,Structuring Fee,2021,4.0,Commitment,1760.0,GBP,2021-10-30,Paid
FEE0646,ALC0265,INV090,DEAL009,Management Fee,2026,2.0,Commitment,880.0,GBP,2026-01-15,Paid
FEE0647,ALC0265,INV090,DEAL009,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0648,ALC0266,INV044,DEAL009,Structuring Fee,2021,4.0,Commitment,1040.0,GBP,2021-10-30,Paid
FEE0649,ALC0266,INV044,DEAL009,Management Fee,2026,2.0,Commitment,520.0,GBP,2026-07-15,Upcoming
FEE0650,ALC0266,INV044,DEAL009,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0651,ALC0267,INV066,DEAL009,Structuring Fee,2021,3.0,Commitment,1230.0,GBP,2021-10-30,Paid
FEE0652,ALC0267,INV066,DEAL009,Management Fee,2026,1.0,Commitment,410.0,GBP,2026-01-15,Paid
FEE0653,ALC0267,INV066,DEAL009,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0654,ALC0268,INV077,DEAL009,Structuring Fee,2021,4.0,Commitment,2000.0,GBP,2021-10-30,Paid
FEE0655,ALC0268,INV077,DEAL009,Management Fee,2026,1.5,Commitment,750.0,GBP,2026-07-15,Upcoming
FEE0656,ALC0268,INV077,DEAL009,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0657,ALC0269,INV053,DEAL009,Structuring Fee,2021,4.0,Commitment,1440.0,GBP,2021-10-30,Paid
FEE0658,ALC0269,INV053,DEAL009,Management Fee,2026,2.0,Commitment,720.0,GBP,2026-01-15,Paid
FEE0659,ALC0269,INV053,DEAL009,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0660,ALC0270,INV061,DEAL009,Structuring Fee,2021,4.0,Commitment,1120.0,GBP,2021-10-30,Paid
FEE0661,ALC0270,INV061,DEAL009,Management Fee,2026,1.0,Commitment,280.0,GBP,2026-07-15,Upcoming
FEE0662,ALC0270,INV061,DEAL009,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0663,ALC0271,INV075,DEAL009,Structuring Fee,2021,4.0,Commitment,1120.0,GBP,2021-10-30,Paid
FEE0664,ALC0271,INV075,DEAL009,Management Fee,2026,2.0,Commitment,560.0,GBP,2026-01-15,Paid
FEE0665,ALC0271,INV075,DEAL009,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0666,ALC0272,INV004,DEAL010,Structuring Fee,2023,4.0,Commitment,3400.0,GBP,2023-07-22,Paid
FEE0667,ALC0272,INV004,DEAL010,Management Fee,2026,1.0,Commitment,850.0,GBP,2026-07-15,Upcoming
FEE0668,ALC0272,INV004,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0669,ALC0273,INV013,DEAL010,Structuring Fee,2023,4.0,Commitment,1000.0,GBP,2023-07-22,Paid
FEE0670,ALC0273,INV013,DEAL010,Management Fee,2026,2.0,Commitment,500.0,GBP,2026-01-15,Paid
FEE0671,ALC0273,INV013,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0672,ALC0274,INV018,DEAL010,Structuring Fee,2023,4.0,Commitment,3160.0,GBP,2023-07-22,Paid
FEE0673,ALC0274,INV018,DEAL010,Management Fee,2026,2.0,Commitment,1580.0,GBP,2026-07-15,Upcoming
FEE0674,ALC0275,INV012,DEAL010,Structuring Fee,2023,3.0,Commitment,570.0,GBP,2023-07-22,Paid
FEE0675,ALC0275,INV012,DEAL010,Management Fee,2026,2.0,Commitment,380.0,GBP,2026-07-15,Upcoming
FEE0676,ALC0275,INV012,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0677,ALC0276,INV056,DEAL010,Structuring Fee,2023,4.0,Commitment,35000.0,GBP,2023-07-22,Paid
FEE0678,ALC0276,INV056,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-05-01,Overdue
FEE0679,ALC0277,INV105,DEAL010,Structuring Fee,2023,4.0,Commitment,38000.0,GBP,2023-07-22,Paid
FEE0680,ALC0277,INV105,DEAL010,Management Fee,2026,2.0,Commitment,19000.0,GBP,2026-07-15,Upcoming
FEE0681,ALC0277,INV105,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0682,ALC0278,INV096,DEAL010,Structuring Fee,2023,4.0,Commitment,3200.0,GBP,2023-07-22,Paid
FEE0683,ALC0278,INV096,DEAL010,Management Fee,2026,2.0,Commitment,1600.0,GBP,2026-01-15,Paid
FEE0684,ALC0278,INV096,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0685,ALC0279,INV008,DEAL010,Structuring Fee,2023,4.0,Commitment,1600.0,GBP,2023-07-22,Paid
FEE0686,ALC0279,INV008,DEAL010,Management Fee,2026,2.0,Commitment,800.0,GBP,2026-07-15,Upcoming
FEE0687,ALC0279,INV008,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0688,ALC0280,INV090,DEAL010,Structuring Fee,2023,2.0,Commitment,860.0,GBP,2023-07-22,Paid
FEE0689,ALC0280,INV090,DEAL010,Management Fee,2026,2.0,Commitment,860.0,GBP,2026-01-15,Paid
FEE0690,ALC0281,INV085,DEAL010,Structuring Fee,2023,4.0,Commitment,1680.0,GBP,2023-07-22,Paid
FEE0691,ALC0281,INV085,DEAL010,Management Fee,2026,2.0,Commitment,840.0,GBP,2026-07-15,Upcoming
FEE0692,ALC0281,INV085,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0693,ALC0282,INV024,DEAL010,Structuring Fee,2023,4.0,Commitment,1720.0,GBP,2023-07-22,Paid
FEE0694,ALC0282,INV024,DEAL010,Management Fee,2026,2.0,Commitment,860.0,GBP,2026-01-15,Paid
FEE0695,ALC0282,INV024,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0696,ALC0283,INV006,DEAL010,Structuring Fee,2023,4.0,Commitment,2320.0,GBP,2023-07-22,Paid
FEE0697,ALC0283,INV006,DEAL010,Management Fee,2026,2.0,Commitment,1160.0,GBP,2026-07-15,Upcoming
FEE0698,ALC0283,INV006,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0699,ALC0284,INV057,DEAL010,Structuring Fee,2023,4.0,Commitment,2160.0,GBP,2023-07-22,Paid
FEE0700,ALC0284,INV057,DEAL010,Management Fee,2026,1.5,Commitment,810.0,GBP,2026-01-15,Paid
FEE0701,ALC0284,INV057,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-01-15,Paid
FEE0702,ALC0285,INV015,DEAL010,Structuring Fee,2023,4.0,Commitment,2480.0,GBP,2023-07-22,Paid
FEE0703,ALC0285,INV015,DEAL010,Management Fee,2026,2.0,Commitment,1240.0,GBP,2026-07-15,Upcoming
FEE0704,ALC0285,INV015,DEAL010,Admin Fee,2026,,Flat,450.0,USD,2026-07-15,Upcoming
FEE0705,ALC0286,INV093,DEAL010,Structuring Fee,2023,4.0,Commitment,3400.0,GBP,2023-07-22,Paid
